key_pair,comfort_score,distance_interval,distance_return,distance_setup,distance_total,dvorak7_columns,dvorak7_distribution,dvorak7_inward,dvorak7_middle,dvorak7_remote,dvorak7_score,dvorak7_strength,dvorak7_vspan,engram7_hspan,engram7_load,engram7_position,engram7_score,engram7_sequence,engram7_strength,engram7_stretch,engram7_vspan,time_interval,time_return,time_setup,time_total,comfort_score_normalized,distance_interval_normalized,distance_return_normalized,distance_setup_normalized,distance_total_normalized,dvorak7_columns_normalized,dvorak7_distribution_normalized,dvorak7_inward_normalized,dvorak7_middle_normalized,dvorak7_remote_normalized,dvorak7_score_normalized,dvorak7_strength_normalized,dvorak7_vspan_normalized,engram7_hspan_normalized,engram7_load_normalized,engram7_position_normalized,engram7_score_normalized,engram7_sequence_normalized,engram7_strength_normalized,engram7_stretch_normalized,engram7_vspan_normalized,time_interval_normalized,time_return_normalized,time_setup_normalized,time_total_normalized
CX,-1.093728,21.470911,42.941821,21.470911,85.883642,1.0,0.5,0.0,0.0,0.0,3.0,0.5,1.0,1.0,1.0,0.25,4.75,0.0,0.5,1.0,1.0,448.0,200.0,213.9,863.033916,0.270848,0.39038,0.613455,0.613455,0.636175,1.0,0.5,0.0,0.0,0.0,0.428571,0.5,1.0,1.0,1.0,0.25,0.678571,0.0,0.5,1.0,1.0,0.994286,0.0,0.0695,0.430932
CY,-0.793852,30.610456,52.081366,21.470911,104.162733,0.5,1.0,1.0,0.0,1.0,5.5,1.0,1.0,1.0,1.0,0.0,5.5,1.0,1.0,0.5,1.0,168.0,200.0,213.9,645.317185,0.470765,0.556554,0.74402,0.613455,0.771576,0.5,1.0,1.0,0.0,1.0,0.785714,1.0,1.0,1.0,1.0,0.0,0.785714,1.0,1.0,0.5,1.0,0.194286,0.0,0.0695,0.110761
CZ,-1.079011,21.470911,42.941821,21.470911,85.883642,1.0,0.5,0.0,0.0,1.0,4.0,0.5,1.0,0.0,1.0,0.25,3.75,0.0,0.5,1.0,1.0,448.0,400.0,213.9,1069.759676,0.280659,0.39038,0.613455,0.613455,0.636175,1.0,0.5,0.0,0.0,1.0,0.571429,0.5,1.0,0.0,1.0,0.25,0.535714,0.0,0.5,1.0,1.0,0.994286,1.0,0.0695,0.734941
C[,-0.793852,23.600847,45.071758,21.470911,90.143516,0.5,1.0,1.0,0.0,1.0,5.0,0.5,1.0,1.0,1.0,0.0,5.0,1.0,0.5,0.5,1.0,448.0,200.0,213.9,861.9,0.470765,0.429106,0.643882,0.613455,0.66773,0.5,1.0,1.0,0.0,1.0,0.714286,0.5,1.0,1.0,1.0,0.0,0.714286,1.0,0.5,0.5,1.0,0.994286,0.0,0.0695,0.429265
D',-0.521334,19.0,19.0,0.0,38.0,0.5,1.0,1.0,1.0,1.0,6.0,0.5,1.0,1.0,1.0,0.5,5.5,1.0,0.5,0.5,1.0,448.0,200.0,200.0,863.1,0.652444,0.345455,0.271429,0.0,0.281481,0.5,1.0,1.0,1.0,1.0,0.857143,0.5,1.0,1.0,1.0,0.5,0.785714,1.0,0.5,0.5,1.0,0.994286,0.0,0.0,0.431029
"D,",-0.478629,21.470911,21.470911,0.0,42.941821,1.0,1.0,1.0,0.5,1.0,6.5,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,448.0,200.0,200.0,867.181464,0.680914,0.39038,0.306727,0.0,0.318088,1.0,1.0,1.0,0.5,1.0,0.928571,1.0,1.0,1.0,1.0,0.0,0.857143,1.0,1.0,1.0,1.0,0.994286,0.0,0.0,0.437032
D.,-0.512945,21.470911,21.470911,0.0,42.941821,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.75,6.25,1.0,0.5,1.0,1.0,448.0,200.0,200.0,863.877191,0.658037,0.39038,0.306727,0.0,0.318088,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.75,0.892857,1.0,0.5,1.0,1.0,0.994286,0.0,0.0,0.432172
D/,-0.488106,21.470911,21.470911,0.0,42.941821,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.75,6.25,1.0,0.5,1.0,1.0,448.0,200.0,200.0,1063.210717,0.674596,0.39038,0.306727,0.0,0.318088,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.75,0.892857,1.0,0.5,1.0,1.0,0.994286,0.0,0.0,0.72531
D;,-0.271775,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,6.5,0.5,1.0,1.0,1.0,1.0,6.5,1.0,0.5,1.0,1.0,448.0,200.0,200.0,863.1,0.818817,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.928571,0.5,1.0,1.0,1.0,1.0,0.928571,1.0,0.5,1.0,1.0,0.994286,0.0,0.0,0.431029
DA,-0.521063,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,5.0,0.5,1.0,0.0,1.0,1.0,4.5,0.0,0.5,1.0,1.0,139.0,200.0,200.0,863.1,0.652625,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,0.714286,0.5,1.0,0.0,1.0,1.0,0.642857,0.0,0.5,1.0,1.0,0.111429,0.0,0.0,0.431029
DB,-1.075036,34.669872,34.669872,0.0,69.339743,0.5,0.5,1.0,0.5,1.0,5.0,1.0,0.5,0.0,1.0,0.5,3.5,0.0,1.0,0.5,0.5,245.0,286.2,200.0,747.094245,0.283309,0.630361,0.495284,0.0,0.513628,0.5,0.5,1.0,0.5,1.0,0.714286,1.0,0.5,0.0,1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.414286,0.431,0.0,0.260433
DC,-0.892948,21.470911,21.470911,0.0,42.941821,1.0,0.0,0.0,0.5,0.0,3.0,1.0,0.5,0.0,0.0,0.0,2.5,0.0,1.0,1.0,0.5,288.0,200.0,200.0,703.120232,0.404702,0.39038,0.306727,0.0,0.318088,1.0,0.0,0.0,0.5,0.0,0.428571,1.0,0.5,0.0,0.0,0.0,0.357143,0.0,1.0,1.0,0.5,0.537143,0.0,0.0,0.195765
DD,-0.207749,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,160.0,206.4,200.0,630.60496,0.861501,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.571429,1.0,1.0,0.0,0.0,1.0,0.571429,0.0,1.0,1.0,1.0,0.171429,0.032,0.0,0.089125
DE,-0.683218,19.646883,19.646883,0.0,39.293765,1.0,0.0,0.0,0.5,0.0,3.0,1.0,0.5,0.0,0.0,0.75,3.25,0.0,1.0,1.0,0.5,180.0,211.5,200.0,865.047622,0.544521,0.357216,0.28067,0.0,0.291065,1.0,0.0,0.0,0.5,0.0,0.428571,1.0,0.5,0.0,0.0,0.75,0.464286,0.0,1.0,1.0,0.5,0.228571,0.0575,0.0,0.433894
DF,-0.206111,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,6.5,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,269.0,244.5,200.0,731.464123,0.862593,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.928571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.482857,0.2225,0.0,0.237447
DG,-1.075036,19.0,19.0,0.0,38.0,0.5,0.5,1.0,1.0,1.0,6.0,1.0,1.0,0.0,1.0,0.5,5.0,1.0,1.0,0.5,1.0,223.0,200.0,200.0,677.584883,0.283309,0.345455,0.271429,0.0,0.281481,0.5,0.5,1.0,1.0,1.0,0.857143,1.0,1.0,0.0,1.0,0.5,0.714286,1.0,1.0,0.5,1.0,0.351429,0.0,0.0,0.158213
DH,-0.521334,19.0,19.0,0.0,38.0,0.5,1.0,1.0,1.0,1.0,6.5,1.0,1.0,1.0,1.0,0.5,6.0,1.0,1.0,0.5,1.0,241.0,200.0,200.0,671.356716,0.652444,0.345455,0.271429,0.0,0.281481,0.5,1.0,1.0,1.0,1.0,0.928571,1.0,1.0,1.0,1.0,0.5,0.857143,1.0,1.0,0.5,1.0,0.402857,0.0,0.0,0.149054
DI,-0.273805,19.646883,19.646883,0.0,39.293765,1.0,1.0,1.0,0.5,1.0,6.5,1.0,1.0,1.0,1.0,0.75,6.75,1.0,1.0,1.0,1.0,128.0,203.4,200.0,750.894135,0.817463,0.357216,0.28067,0.0,0.291065,1.0,1.0,1.0,0.5,1.0,0.928571,1.0,1.0,1.0,1.0,0.75,0.964286,1.0,1.0,1.0,1.0,0.08,0.017,0.0,0.266021
DJ,-0.13362,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,260.5,244.5,200.0,731.976111,0.91092,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.458571,0.2225,0.0,0.2382
DK,-0.206111,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,288.0,200.0,200.0,717.001038,0.862593,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.537143,0.0,0.0,0.216178
DL,-0.239875,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,6.5,0.5,1.0,1.0,1.0,1.0,6.5,1.0,0.5,1.0,1.0,144.0,211.5,200.0,626.816429,0.840084,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.928571,0.5,1.0,1.0,1.0,1.0,0.928571,1.0,0.5,1.0,1.0,0.125714,0.0575,0.0,0.083554
DM,-0.370695,21.470911,21.470911,0.0,42.941821,1.0,1.0,1.0,0.5,1.0,6.5,1.0,1.0,1.0,1.0,0.75,6.75,1.0,1.0,1.0,1.0,234.0,200.0,200.0,687.008594,0.75287,0.39038,0.306727,0.0,0.318088,1.0,1.0,1.0,0.5,1.0,0.928571,1.0,1.0,1.0,1.0,0.75,0.964286,1.0,1.0,1.0,1.0,0.382857,0.0,0.0,0.172071
DN,-0.521334,21.023796,21.023796,0.0,42.047592,0.5,1.0,1.0,0.5,1.0,6.0,1.0,1.0,1.0,1.0,0.5,6.0,1.0,1.0,0.5,1.0,170.0,227.4,200.0,624.06044,0.652444,0.382251,0.30034,0.0,0.311464,0.5,1.0,1.0,0.5,1.0,0.857143,1.0,1.0,1.0,1.0,0.5,0.857143,1.0,1.0,0.5,1.0,0.2,0.137,0.0,0.079501
DO,-0.374592,19.646883,19.646883,0.0,39.293765,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.75,6.25,1.0,0.5,1.0,1.0,118.0,233.1,200.0,686.498047,0.750272,0.357216,0.28067,0.0,0.291065,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.75,0.892857,1.0,0.5,1.0,1.0,0.051429,0.1655,0.0,0.171321
DP,-0.461519,19.646883,19.646883,0.0,39.293765,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.0,5.5,1.0,0.5,1.0,1.0,448.0,200.0,200.0,863.1,0.692321,0.357216,0.28067,0.0,0.291065,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.0,0.785714,1.0,0.5,1.0,1.0,0.994286,0.0,0.0,0.431029
DQ,-0.936297,19.646883,19.646883,0.0,39.293765,1.0,0.5,0.0,0.5,1.0,4.0,0.5,0.5,1.0,1.0,0.0,4.0,0.0,0.5,1.0,0.5,448.0,218.4,200.0,874.119951,0.375802,0.357216,0.28067,0.0,0.291065,1.0,0.5,0.0,0.5,1.0,0.571429,0.5,0.5,1.0,1.0,0.0,0.571429,0.0,0.5,1.0,0.5,0.994286,0.092,0.0,0.447235
DR,-0.645896,19.646883,19.646883,0.0,39.293765,1.0,0.5,1.0,0.5,1.0,5.5,1.0,0.5,0.0,1.0,0.0,3.5,0.0,1.0,1.0,0.5,202.0,200.0,200.0,693.025507,0.569403,0.357216,0.28067,0.0,0.291065,1.0,0.5,1.0,0.5,1.0,0.785714,1.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,0.291429,0.0,0.0,0.18092
DS,-0.454446,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,4.0,0.5,1.0,1.0,1.0,1.0,5.5,0.0,0.5,1.0,1.0,168.0,200.0,200.0,678.779834,0.697036,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.571429,0.5,1.0,1.0,1.0,1.0,0.785714,0.0,0.5,1.0,1.0,0.194286,0.0,0.0,0.15997
DT,-1.075036,23.600847,23.600847,0.0,47.201695,0.5,0.5,1.0,0.5,1.0,5.0,1.0,0.5,0.0,1.0,0.5,3.5,0.0,1.0,0.5,0.5,280.0,200.0,200.0,696.255351,0.283309,0.429106,0.337155,0.0,0.349642,0.5,0.5,1.0,0.5,1.0,0.714286,1.0,0.5,0.0,1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.514286,0.0,0.0,0.18567
DU,-0.273805,19.646883,19.646883,0.0,39.293765,1.0,1.0,1.0,0.5,1.0,6.5,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,148.0,213.6,200.0,681.776564,0.817463,0.357216,0.28067,0.0,0.291065,1.0,1.0,1.0,0.5,1.0,0.928571,1.0,1.0,1.0,1.0,0.0,0.857143,1.0,1.0,1.0,1.0,0.137143,0.068,0.0,0.164377
DV,-0.596418,21.470911,21.470911,0.0,42.941821,1.0,0.5,1.0,0.5,1.0,5.5,1.0,0.5,0.0,1.0,0.75,4.25,0.0,1.0,1.0,0.5,248.0,234.6,200.0,725.257731,0.602388,0.39038,0.306727,0.0,0.318088,1.0,0.5,1.0,0.5,1.0,0.785714,1.0,0.5,0.0,1.0,0.75,0.607143,0.0,1.0,1.0,0.5,0.422857,0.173,0.0,0.22832
DW,-0.763114,19.646883,19.646883,0.0,39.293765,1.0,0.5,0.0,0.5,0.0,3.0,0.5,0.5,0.0,1.0,0.75,3.75,0.0,0.5,1.0,0.5,254.0,200.0,200.0,681.708675,0.491257,0.357216,0.28067,0.0,0.291065,1.0,0.5,0.0,0.5,0.0,0.428571,0.5,0.5,0.0,1.0,0.75,0.535714,0.0,0.5,1.0,0.5,0.44,0.0,0.0,0.164277
DX,-1.075036,21.470911,21.470911,0.0,42.941821,1.0,0.5,0.0,0.5,0.0,3.0,0.5,0.5,0.0,1.0,0.75,3.75,0.0,0.5,1.0,0.5,448.0,200.0,200.0,863.1,0.283309,0.39038,0.306727,0.0,0.318088,1.0,0.5,0.0,0.5,0.0,0.428571,0.5,0.5,0.0,1.0,0.75,0.535714,0.0,0.5,1.0,0.5,0.994286,0.0,0.0,0.431029
DY,-0.521334,30.610456,30.610456,0.0,61.220911,0.5,1.0,1.0,0.5,1.0,6.0,1.0,1.0,1.0,1.0,0.5,6.0,1.0,1.0,0.5,1.0,168.0,200.0,200.0,637.780694,0.652444,0.556554,0.437292,0.0,0.453488,0.5,1.0,1.0,0.5,1.0,0.857143,1.0,1.0,1.0,1.0,0.5,0.857143,1.0,1.0,0.5,1.0,0.194286,0.0,0.0,0.099677
DZ,-1.012397,21.470911,21.470911,0.0,42.941821,1.0,0.5,0.0,0.5,1.0,4.0,0.5,0.5,1.0,1.0,0.75,4.75,0.0,0.5,1.0,0.5,448.0,400.0,200.0,1050.155382,0.325069,0.39038,0.306727,0.0,0.318088,1.0,0.5,0.0,0.5,1.0,0.571429,0.5,0.5,1.0,1.0,0.75,0.678571,0.0,0.5,1.0,0.5,0.994286,1.0,0.0,0.706111
D[,-0.521334,23.600847,23.600847,0.0,47.201695,0.5,1.0,1.0,0.5,1.0,5.5,0.5,1.0,1.0,1.0,0.5,5.5,1.0,0.5,0.5,1.0,448.0,200.0,200.0,870.937224,0.652444,0.429106,0.337155,0.0,0.349642,0.5,1.0,1.0,0.5,1.0,0.785714,0.5,1.0,1.0,1.0,0.5,0.785714,1.0,0.5,0.5,1.0,0.994286,0.0,0.0,0.442555
E',-0.589028,19.0,38.646883,19.646883,77.293765,0.5,1.0,1.0,0.5,1.0,5.5,0.5,1.0,1.0,1.0,0.25,5.25,1.0,0.5,0.5,1.0,448.0,200.0,233.4,881.4,0.607315,0.345455,0.552098,0.56134,0.572546,0.5,1.0,1.0,0.5,1.0,0.785714,0.5,1.0,1.0,1.0,0.25,0.75,1.0,0.5,0.5,1.0,0.994286,0.0,0.167,0.457941
"E,",-0.546323,21.470911,41.117793,19.646883,82.235587,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,148.0,200.0,233.4,812.230583,0.635785,0.39038,0.587397,0.56134,0.609152,1.0,1.0,1.0,0.0,1.0,0.857143,1.0,1.0,1.0,1.0,0.0,0.857143,1.0,1.0,1.0,1.0,0.137143,0.0,0.167,0.356221
E.,-0.580639,21.470911,41.117793,19.646883,82.235587,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.5,6.0,1.0,0.5,1.0,1.0,207.0,200.0,233.4,655.718141,0.612907,0.39038,0.587397,0.56134,0.609152,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.5,0.857143,1.0,0.5,1.0,1.0,0.305714,0.0,0.167,0.126056
E/,-0.555799,21.470911,41.117793,19.646883,82.235587,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.5,6.0,1.0,0.5,1.0,1.0,248.0,200.0,233.4,929.704197,0.629467,0.39038,0.587397,0.56134,0.609152,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.5,0.857143,1.0,0.5,1.0,1.0,0.422857,0.0,0.167,0.528977
E;,-0.339469,0.0,19.646883,19.646883,39.293765,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.75,6.25,1.0,0.5,1.0,1.0,448.0,200.0,233.4,881.4,0.773688,0.0,0.28067,0.56134,0.291065,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.75,0.892857,1.0,0.5,1.0,1.0,0.994286,0.0,0.167,0.457941
EA,-0.818844,0.0,19.646883,19.646883,39.293765,1.0,0.5,0.0,0.5,1.0,4.0,0.5,0.5,1.0,1.0,0.75,4.75,0.0,0.5,1.0,0.5,144.0,200.0,233.4,850.8,0.454104,0.0,0.28067,0.56134,0.291065,1.0,0.5,0.0,0.5,1.0,0.571429,0.5,0.5,1.0,1.0,0.75,0.678571,0.0,0.5,1.0,0.5,0.125714,0.0,0.167,0.412941
EB,-1.355736,34.669872,54.316754,19.646883,108.633509,0.5,0.5,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.25,2.75,0.0,1.0,0.5,0.0,263.0,286.2,233.4,833.568112,0.096176,0.630361,0.775954,0.56134,0.804693,0.5,0.5,1.0,0.0,1.0,0.571429,1.0,0.0,0.0,1.0,0.25,0.392857,0.0,1.0,0.5,0.0,0.465714,0.431,0.167,0.3876
EC,-1.094752,40.853396,21.470911,19.646883,81.97119,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,218.0,200.0,233.4,867.36447,0.270165,0.742789,0.306727,0.56134,0.607194,1.0,0.0,0.0,0.0,0.0,0.285714,1.0,0.0,0.0,0.0,0.0,0.285714,0.0,1.0,1.0,0.0,0.337143,0.0,0.167,0.437301
ED,-0.647976,19.646883,0.0,19.646883,39.293765,1.0,0.0,0.0,0.5,0.0,3.0,1.0,0.5,0.0,0.0,0.75,3.25,0.0,1.0,1.0,0.5,191.0,206.4,233.4,969.008239,0.568016,0.357216,0.0,0.56134,0.291065,1.0,0.0,0.0,0.5,0.0,0.428571,1.0,0.5,0.0,0.0,0.75,0.464286,0.0,1.0,1.0,0.5,0.26,0.032,0.167,0.586777
EE,-0.409174,0.0,19.646883,19.646883,39.293765,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.5,3.5,0.0,1.0,1.0,1.0,160.0,211.5,233.4,796.926008,0.727217,0.0,0.28067,0.56134,0.291065,1.0,0.0,0.0,0.0,0.0,0.428571,1.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,1.0,0.171429,0.0575,0.167,0.333715
EF,-0.490483,0.0,19.646883,19.646883,39.293765,1.0,0.5,1.0,0.5,1.0,5.5,1.0,0.5,0.0,1.0,0.75,4.25,0.0,1.0,1.0,0.5,206.0,244.5,233.4,809.749097,0.673012,0.0,0.28067,0.56134,0.291065,1.0,0.5,1.0,0.5,1.0,0.785714,1.0,0.5,0.0,1.0,0.75,0.607143,0.0,1.0,1.0,0.5,0.302857,0.2225,0.167,0.352572
EG,-1.355736,19.0,38.646883,19.646883,77.293765,0.5,0.5,1.0,0.5,1.0,5.0,1.0,0.5,0.0,1.0,0.25,3.25,0.0,1.0,0.5,0.5,224.0,200.0,233.4,765.172872,0.096176,0.345455,0.552098,0.56134,0.572546,0.5,0.5,1.0,0.5,1.0,0.714286,1.0,0.5,0.0,1.0,0.25,0.464286,0.0,1.0,0.5,0.5,0.354286,0.0,0.167,0.287019
EH,-0.589028,19.0,38.646883,19.646883,77.293765,0.5,1.0,1.0,0.5,1.0,6.0,1.0,1.0,1.0,1.0,0.25,5.75,1.0,1.0,0.5,1.0,233.0,200.0,233.4,716.648757,0.607315,0.345455,0.552098,0.56134,0.572546,0.5,1.0,1.0,0.5,1.0,0.857143,1.0,1.0,1.0,1.0,0.25,0.821429,1.0,1.0,0.5,1.0,0.38,0.0,0.167,0.21566
EI,-0.341499,19.646883,39.293765,19.646883,78.587531,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.5,6.5,1.0,1.0,1.0,1.0,147.0,203.4,233.4,742.113735,0.772334,0.357216,0.56134,0.56134,0.58213,1.0,1.0,1.0,0.0,1.0,0.857143,1.0,1.0,1.0,1.0,0.5,0.928571,1.0,1.0,1.0,1.0,0.134286,0.017,0.167,0.253108
EJ,-0.201314,0.0,19.646883,19.646883,39.293765,1.0,1.0,1.0,0.5,1.0,6.5,1.0,1.0,1.0,1.0,0.75,6.75,1.0,1.0,1.0,1.0,142.0,244.5,233.4,730.020921,0.86579,0.0,0.28067,0.56134,0.291065,1.0,1.0,1.0,0.5,1.0,0.928571,1.0,1.0,1.0,1.0,0.75,0.964286,1.0,1.0,1.0,1.0,0.12,0.2225,0.167,0.235325
EK,-0.273805,0.0,19.646883,19.646883,39.293765,1.0,1.0,1.0,0.5,1.0,6.5,1.0,1.0,1.0,1.0,0.75,6.75,1.0,1.0,1.0,1.0,125.0,200.0,233.4,711.001444,0.817463,0.0,0.28067,0.56134,0.291065,1.0,1.0,1.0,0.5,1.0,0.928571,1.0,1.0,1.0,1.0,0.75,0.964286,1.0,1.0,1.0,1.0,0.071429,0.0,0.167,0.207355
EL,-0.307569,0.0,19.646883,19.646883,39.293765,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.75,6.25,1.0,0.5,1.0,1.0,143.0,211.5,233.4,854.201799,0.794954,0.0,0.28067,0.56134,0.291065,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.75,0.892857,1.0,0.5,1.0,1.0,0.122857,0.0575,0.167,0.417944
EM,-0.438389,21.470911,41.117793,19.646883,82.235587,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.5,6.5,1.0,1.0,1.0,1.0,142.0,200.0,233.4,766.417898,0.707741,0.39038,0.587397,0.56134,0.609152,1.0,1.0,1.0,0.0,1.0,0.857143,1.0,1.0,1.0,1.0,0.5,0.928571,1.0,1.0,1.0,1.0,0.12,0.0,0.167,0.28885
EN,-0.589028,21.023796,40.670679,19.646883,81.341357,0.5,1.0,1.0,0.0,1.0,5.5,1.0,1.0,1.0,1.0,0.25,5.75,1.0,1.0,0.5,1.0,132.0,227.4,233.4,970.233945,0.607315,0.382251,0.58101,0.56134,0.602529,0.5,1.0,1.0,0.0,1.0,0.785714,1.0,1.0,1.0,1.0,0.25,0.821429,1.0,1.0,0.5,1.0,0.091429,0.137,0.167,0.588579
EO,-0.442286,19.646883,39.293765,19.646883,78.587531,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.5,6.0,1.0,0.5,1.0,1.0,163.0,233.1,233.4,713.296652,0.705143,0.357216,0.56134,0.56134,0.58213,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.5,0.857143,1.0,0.5,1.0,1.0,0.18,0.1655,0.167,0.21073
EP,-0.529213,19.646883,39.293765,19.646883,78.587531,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.0,5.5,1.0,0.5,1.0,1.0,160.0,200.0,233.4,722.639184,0.647191,0.357216,0.56134,0.56134,0.58213,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.0,0.785714,1.0,0.5,1.0,1.0,0.171429,0.0,0.167,0.224469
EQ,-0.843387,19.646883,39.293765,19.646883,78.587531,1.0,0.5,0.0,0.0,1.0,4.0,0.5,1.0,0.0,1.0,0.0,3.5,0.0,0.5,1.0,1.0,271.0,218.4,233.4,797.196479,0.437742,0.357216,0.56134,0.56134,0.58213,1.0,0.5,0.0,0.0,1.0,0.571429,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,1.0,0.488571,0.092,0.167,0.334112
ER,-0.341499,19.646883,39.293765,19.646883,78.587531,1.0,0.5,1.0,0.0,1.0,5.5,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,108.0,200.0,233.4,989.449417,0.772334,0.357216,0.56134,0.56134,0.58213,1.0,0.5,1.0,0.0,1.0,0.785714,1.0,1.0,1.0,1.0,0.0,0.857143,1.0,1.0,1.0,1.0,0.022857,0.0,0.167,0.616837
ES,-0.712008,0.0,19.646883,19.646883,39.293765,1.0,0.5,0.0,0.5,0.0,3.0,0.5,0.5,0.0,1.0,0.75,3.75,0.0,0.5,1.0,0.5,184.0,200.0,233.4,979.598049,0.525328,0.0,0.28067,0.56134,0.291065,1.0,0.5,0.0,0.5,0.0,0.428571,0.5,0.5,0.0,1.0,0.75,0.535714,0.0,0.5,1.0,0.5,0.24,0.0,0.167,0.60235
ET,-1.355736,23.600847,43.24773,19.646883,86.49546,0.5,0.5,1.0,0.0,1.0,5.0,1.0,1.0,0.0,1.0,0.25,4.75,1.0,1.0,0.5,1.0,161.0,200.0,233.4,795.156733,0.096176,0.429106,0.617825,0.56134,0.640707,0.5,0.5,1.0,0.0,1.0,0.714286,1.0,1.0,0.0,1.0,0.25,0.678571,1.0,1.0,0.5,1.0,0.174286,0.0,0.167,0.331113
EU,-0.341499,19.646883,39.293765,19.646883,78.587531,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,254.0,213.6,233.4,755.717762,0.772334,0.357216,0.56134,0.56134,0.58213,1.0,1.0,1.0,0.0,1.0,0.857143,1.0,1.0,1.0,1.0,0.0,0.857143,1.0,1.0,1.0,1.0,0.44,0.068,0.167,0.273114
