key_pair,comfort_score,distance_interval,distance_return,distance_setup,distance_total,dvorak7_columns,dvorak7_distribution,dvorak7_inward,dvorak7_middle,dvorak7_remote,dvorak7_score,dvorak7_strength,dvorak7_vspan,engram7_hspan,engram7_load,engram7_position,engram7_score,engram7_sequence,engram7_strength,engram7_stretch,engram7_vspan,time_interval,time_return,time_setup,time_total,comfort_score_normalized,distance_interval_normalized,distance_return_normalized,distance_setup_normalized,distance_total_normalized,dvorak7_columns_normalized,dvorak7_distribution_normalized,dvorak7_inward_normalized,dvorak7_middle_normalized,dvorak7_remote_normalized,dvorak7_score_normalized,dvorak7_strength_normalized,dvorak7_vspan_normalized,engram7_hspan_normalized,engram7_load_normalized,engram7_position_normalized,engram7_score_normalized,engram7_sequence_normalized,engram7_strength_normalized,engram7_stretch_normalized,engram7_vspan_normalized,time_interval_normalized,time_return_normalized,time_setup_normalized,time_total_normalized
KQ,-0.461519,19.646883,19.646883,0.0,39.293765,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.0,5.5,1.0,0.5,1.0,1.0,448.0,218.4,215.1,881.693677,0.692321,0.357216,0.28067,0.0,0.291065,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.0,0.785714,1.0,0.5,1.0,1.0,0.994286,0.092,0.0755,0.458373
KR,-0.273805,19.646883,19.646883,0.0,39.293765,1.0,1.0,1.0,0.5,1.0,6.5,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,148.0,200.0,215.1,681.776564,0.817463,0.357216,0.28067,0.0,0.291065,1.0,1.0,1.0,0.5,1.0,0.928571,1.0,1.0,1.0,1.0,0.0,0.857143,1.0,1.0,1.0,1.0,0.137143,0.0,0.0755,0.164377
KS,-0.239875,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,6.5,0.5,1.0,1.0,1.0,1.0,6.5,1.0,0.5,1.0,1.0,144.0,200.0,215.1,626.816429,0.840084,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.928571,0.5,1.0,1.0,1.0,1.0,0.928571,1.0,0.5,1.0,1.0,0.125714,0.0,0.0755,0.083554
KT,-0.521334,23.600847,23.600847,0.0,47.201695,0.5,1.0,1.0,0.5,1.0,6.0,1.0,1.0,1.0,1.0,0.5,6.0,1.0,1.0,0.5,1.0,448.0,200.0,215.1,872.562465,0.652444,0.429106,0.337155,0.0,0.349642,0.5,1.0,1.0,0.5,1.0,0.857143,1.0,1.0,1.0,1.0,0.5,0.857143,1.0,1.0,0.5,1.0,0.994286,0.0,0.0755,0.444945
KU,-0.645896,19.646883,19.646883,0.0,39.293765,1.0,0.5,1.0,0.5,1.0,5.5,1.0,0.5,0.0,1.0,0.0,3.5,0.0,1.0,1.0,0.5,239.0,213.6,215.1,693.025507,0.569403,0.357216,0.28067,0.0,0.291065,1.0,0.5,1.0,0.5,1.0,0.785714,1.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,0.397143,0.068,0.0755,0.18092
KV,-0.370695,21.470911,21.470911,0.0,42.941821,1.0,1.0,1.0,0.5,1.0,6.5,1.0,1.0,1.0,1.0,0.75,6.75,1.0,1.0,1.0,1.0,234.0,234.6,215.1,687.008594,0.75287,0.39038,0.306727,0.0,0.318088,1.0,1.0,1.0,0.5,1.0,0.928571,1.0,1.0,1.0,1.0,0.75,0.964286,1.0,1.0,1.0,1.0,0.382857,0.173,0.0755,0.172071
KW,-0.374592,19.646883,19.646883,0.0,39.293765,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.75,6.25,1.0,0.5,1.0,1.0,118.0,200.0,215.1,686.498047,0.750272,0.357216,0.28067,0.0,0.291065,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.75,0.892857,1.0,0.5,1.0,1.0,0.051429,0.0,0.0755,0.171321
KX,-0.512945,21.470911,21.470911,0.0,42.941821,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.75,6.25,1.0,0.5,1.0,1.0,448.0,200.0,215.1,863.877191,0.658037,0.39038,0.306727,0.0,0.318088,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.75,0.892857,1.0,0.5,1.0,1.0,0.994286,0.0,0.0755,0.432172
KY,-1.075036,30.610456,30.610456,0.0,61.220911,0.5,0.5,1.0,0.5,1.0,5.0,1.0,0.5,0.0,1.0,0.5,3.5,0.0,1.0,0.5,0.5,231.0,200.0,215.1,669.666903,0.283309,0.556554,0.437292,0.0,0.453488,0.5,0.5,1.0,0.5,1.0,0.714286,1.0,0.5,0.0,1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.374286,0.0,0.0755,0.146569
KZ,-0.488106,21.470911,21.470911,0.0,42.941821,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.75,6.25,1.0,0.5,1.0,1.0,448.0,400.0,215.1,1063.210717,0.674596,0.39038,0.306727,0.0,0.318088,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.75,0.892857,1.0,0.5,1.0,1.0,0.994286,1.0,0.0755,0.72531
K[,-1.075036,23.600847,23.600847,0.0,47.201695,0.5,0.5,0.0,0.5,1.0,3.5,0.5,0.5,1.0,1.0,0.5,4.0,0.0,0.5,0.5,0.5,448.0,200.0,215.1,863.1,0.283309,0.429106,0.337155,0.0,0.349642,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.571429,0.0,0.5,0.5,0.5,0.994286,0.0,0.0755,0.431029
L',-1.129147,19.0,19.0,0.0,38.0,0.5,0.5,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.5,3.0,0.0,0.0,0.5,1.0,448.0,200.0,200.0,849.6,0.247236,0.345455,0.271429,0.0,0.281481,0.5,0.5,0.0,1.0,0.0,0.428571,0.0,1.0,0.0,1.0,0.5,0.428571,0.0,0.0,0.5,1.0,0.994286,0.0,0.0,0.411176
"L,",-0.80557,21.470911,21.470911,0.0,42.941821,1.0,0.5,1.0,0.5,0.0,4.0,0.5,0.5,0.0,1.0,0.0,3.0,0.0,0.5,1.0,0.5,224.0,200.0,200.0,748.308302,0.462953,0.39038,0.306727,0.0,0.318088,1.0,0.5,1.0,0.5,0.0,0.571429,0.5,0.5,0.0,1.0,0.0,0.428571,0.0,0.5,1.0,0.5,0.354286,0.0,0.0,0.262218
L.,-1.030735,21.470911,21.470911,0.0,42.941821,1.0,0.0,0.0,0.5,0.0,2.0,0.0,0.5,0.0,0.0,0.75,2.25,0.0,0.0,1.0,0.5,448.0,200.0,200.0,850.310919,0.312843,0.39038,0.306727,0.0,0.318088,1.0,0.0,0.0,0.5,0.0,0.285714,0.0,0.5,0.0,0.0,0.75,0.321429,0.0,0.0,1.0,0.5,0.994286,0.0,0.0,0.412222
L/,-1.129147,21.470911,21.470911,0.0,42.941821,1.0,0.5,0.0,0.5,0.0,2.5,0.0,0.5,0.0,1.0,0.75,3.25,0.0,0.0,1.0,0.5,448.0,200.0,200.0,1053.939735,0.247236,0.39038,0.306727,0.0,0.318088,1.0,0.5,0.0,0.5,0.0,0.357143,0.0,0.5,0.0,1.0,0.75,0.464286,0.0,0.0,1.0,0.5,0.994286,0.0,0.0,0.711676
L;,-0.583997,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,3.5,0.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,1.0,448.0,200.0,200.0,849.6,0.610669,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.714286,0.0,0.0,1.0,1.0,0.994286,0.0,0.0,0.411176
LA,-0.305538,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,1.0,124.0,200.0,200.0,849.6,0.796308,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.857143,0.0,1.0,1.0,1.0,1.0,0.857143,1.0,0.0,1.0,1.0,0.068571,0.0,0.0,0.411176
LB,-0.555098,34.669872,34.669872,0.0,69.339743,0.5,1.0,1.0,0.5,1.0,5.5,0.5,1.0,1.0,1.0,0.5,5.5,1.0,0.5,0.5,1.0,234.0,286.2,200.0,745.22774,0.629935,0.630361,0.495284,0.0,0.513628,0.5,1.0,1.0,0.5,1.0,0.785714,0.5,1.0,1.0,1.0,0.5,0.785714,1.0,0.5,0.5,1.0,0.382857,0.431,0.0,0.257688
LC,-0.512393,21.470911,21.470911,0.0,42.941821,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.0,5.5,1.0,0.5,1.0,1.0,186.0,200.0,200.0,619.47148,0.658405,0.39038,0.306727,0.0,0.318088,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.0,0.785714,1.0,0.5,1.0,1.0,0.245714,0.0,0.0,0.072752
LD,-0.239875,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,6.5,0.5,1.0,1.0,1.0,1.0,6.5,1.0,0.5,1.0,1.0,120.0,206.4,200.0,683.347263,0.840084,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.928571,0.5,1.0,1.0,1.0,1.0,0.928571,1.0,0.5,1.0,1.0,0.057143,0.032,0.0,0.166687
LE,-0.307569,19.646883,19.646883,0.0,39.293765,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.75,6.25,1.0,0.5,1.0,1.0,121.0,211.5,200.0,817.363155,0.794954,0.357216,0.28067,0.0,0.291065,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.75,0.892857,1.0,0.5,1.0,1.0,0.06,0.0575,0.0,0.363769
LF,-0.167384,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,6.5,0.5,1.0,1.0,1.0,1.0,6.5,1.0,0.5,1.0,1.0,145.0,244.5,200.0,661.381289,0.888411,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.928571,0.5,1.0,1.0,1.0,1.0,0.928571,1.0,0.5,1.0,1.0,0.128571,0.2225,0.0,0.134384
LG,-0.555098,19.0,19.0,0.0,38.0,0.5,1.0,1.0,1.0,1.0,6.0,0.5,1.0,1.0,1.0,0.5,5.5,1.0,0.5,0.5,1.0,258.0,200.0,200.0,701.000323,0.629935,0.345455,0.271429,0.0,0.281481,0.5,1.0,1.0,1.0,1.0,0.857143,0.5,1.0,1.0,1.0,0.5,0.785714,1.0,0.5,0.5,1.0,0.451429,0.0,0.0,0.192648
LH,-1.129147,19.0,19.0,0.0,38.0,0.5,0.5,1.0,1.0,1.0,5.5,0.5,1.0,0.0,1.0,0.5,4.5,1.0,0.5,0.5,1.0,400.0,200.0,200.0,816.559767,0.247236,0.345455,0.271429,0.0,0.281481,0.5,0.5,1.0,1.0,1.0,0.785714,0.5,1.0,0.0,1.0,0.5,0.642857,1.0,0.5,0.5,1.0,0.857143,0.0,0.0,0.362588
LI,-0.626041,19.646883,19.646883,0.0,39.293765,1.0,0.5,1.0,0.5,0.0,4.0,0.5,0.5,0.0,1.0,0.75,3.75,0.0,0.5,1.0,0.5,165.0,203.4,200.0,875.150982,0.582639,0.357216,0.28067,0.0,0.291065,1.0,0.5,1.0,0.5,0.0,0.571429,0.5,0.5,0.0,1.0,0.75,0.535714,0.0,0.5,1.0,0.5,0.185714,0.017,0.0,0.448751
LJ,-0.273638,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,6.0,0.5,1.0,0.0,1.0,1.0,5.5,1.0,0.5,1.0,1.0,288.0,244.5,200.0,774.557544,0.817574,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.857143,0.5,1.0,0.0,1.0,1.0,0.785714,1.0,0.5,1.0,1.0,0.537143,0.2225,0.0,0.30082
LK,-0.343463,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,5.0,0.5,1.0,1.0,1.0,1.0,6.5,1.0,0.5,1.0,1.0,136.0,200.0,200.0,662.119179,0.771024,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.714286,0.5,1.0,1.0,1.0,1.0,0.928571,1.0,0.5,1.0,1.0,0.102857,0.0,0.0,0.135469
LL,-0.313657,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,145.0,211.5,200.0,793.928161,0.790895,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.428571,0.0,1.0,0.0,0.0,1.0,0.428571,0.0,0.0,1.0,1.0,0.128571,0.0575,0.0,0.329306
LM,-0.69943,21.470911,21.470911,0.0,42.941821,1.0,0.5,1.0,0.5,1.0,5.0,0.5,0.5,1.0,1.0,0.75,4.75,0.0,0.5,1.0,0.5,216.0,200.0,200.0,662.951003,0.533713,0.39038,0.306727,0.0,0.318088,1.0,0.5,1.0,0.5,1.0,0.714286,0.5,0.5,1.0,1.0,0.75,0.678571,0.0,0.5,1.0,0.5,0.331429,0.0,0.0,0.136693
LN,-1.129147,21.023796,21.023796,0.0,42.047592,0.5,0.5,1.0,0.5,1.0,4.5,0.5,0.5,1.0,1.0,0.5,4.0,0.0,0.5,0.5,0.5,448.0,227.4,200.0,898.804043,0.247236,0.382251,0.30034,0.0,0.311464,0.5,0.5,1.0,0.5,1.0,0.642857,0.5,0.5,1.0,1.0,0.5,0.571429,0.0,0.5,0.5,0.5,0.994286,0.137,0.0,0.483535
LO,-0.885563,19.646883,19.646883,0.0,39.293765,1.0,0.0,0.0,0.5,0.0,2.0,0.0,0.5,0.0,0.0,0.75,2.25,0.0,0.0,1.0,0.5,182.0,233.1,200.0,809.47849,0.409625,0.357216,0.28067,0.0,0.291065,1.0,0.0,0.0,0.5,0.0,0.285714,0.0,0.5,0.0,0.0,0.75,0.321429,0.0,0.0,1.0,0.5,0.234286,0.1655,0.0,0.352174
LP,-0.984187,19.646883,19.646883,0.0,39.293765,1.0,0.5,0.0,0.5,0.0,2.5,0.0,0.5,0.0,1.0,0.0,2.5,0.0,0.0,1.0,0.5,180.0,200.0,200.0,622.632502,0.343876,0.357216,0.28067,0.0,0.291065,1.0,0.5,0.0,0.5,0.0,0.357143,0.0,0.5,0.0,1.0,0.0,0.357143,0.0,0.0,1.0,0.5,0.228571,0.0,0.0,0.077401
LQ,-0.495283,19.646883,19.646883,0.0,39.293765,1.0,1.0,1.0,0.5,1.0,5.5,0.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,160.0,218.4,200.0,698.084512,0.669811,0.357216,0.28067,0.0,0.291065,1.0,1.0,1.0,0.5,1.0,0.785714,0.0,1.0,1.0,1.0,0.0,0.714286,1.0,0.0,1.0,1.0,0.171429,0.092,0.0,0.18836
LR,-0.307569,19.646883,19.646883,0.0,39.293765,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.0,5.5,1.0,0.5,1.0,1.0,174.0,200.0,200.0,731.462223,0.794954,0.357216,0.28067,0.0,0.291065,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.0,0.785714,1.0,0.5,1.0,1.0,0.211429,0.0,0.0,0.237444
LS,-0.273638,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,1.0,138.0,200.0,200.0,655.316478,0.817574,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.857143,0.0,1.0,1.0,1.0,1.0,0.857143,1.0,0.0,1.0,1.0,0.108571,0.0,0.0,0.125465
LT,-0.555098,23.600847,23.600847,0.0,47.201695,0.5,1.0,1.0,0.5,1.0,5.5,0.5,1.0,1.0,1.0,0.5,5.5,1.0,0.5,0.5,1.0,174.0,200.0,200.0,683.616429,0.629935,0.429106,0.337155,0.0,0.349642,0.5,1.0,1.0,0.5,1.0,0.785714,0.5,1.0,1.0,1.0,0.5,0.785714,1.0,0.5,0.5,1.0,0.211429,0.0,0.0,0.167083
LU,-0.70277,19.646883,19.646883,0.0,39.293765,1.0,0.5,1.0,0.5,1.0,5.0,0.5,0.5,1.0,1.0,0.0,4.0,0.0,0.5,1.0,0.5,190.0,213.6,200.0,718.251244,0.531487,0.357216,0.28067,0.0,0.291065,1.0,0.5,1.0,0.5,1.0,0.714286,0.5,0.5,1.0,1.0,0.0,0.571429,0.0,0.5,1.0,0.5,0.257143,0.068,0.0,0.218017
LV,-0.404458,21.470911,21.470911,0.0,42.941821,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.75,6.25,1.0,0.5,1.0,1.0,169.0,234.6,200.0,661.556103,0.730361,0.39038,0.306727,0.0,0.318088,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.75,0.892857,1.0,0.5,1.0,1.0,0.197143,0.173,0.0,0.134641
LW,-0.408355,19.646883,19.646883,0.0,39.293765,1.0,1.0,1.0,0.5,1.0,5.5,0.0,1.0,1.0,1.0,0.75,5.75,1.0,0.0,1.0,1.0,164.0,200.0,200.0,750.793319,0.727763,0.357216,0.28067,0.0,0.291065,1.0,1.0,1.0,0.5,1.0,0.785714,0.0,1.0,1.0,1.0,0.75,0.821429,1.0,0.0,1.0,1.0,0.182857,0.0,0.0,0.265873
LX,-0.546709,21.470911,21.470911,0.0,42.941821,1.0,1.0,1.0,0.5,1.0,5.5,0.0,1.0,1.0,1.0,0.75,5.75,1.0,0.0,1.0,1.0,448.0,200.0,200.0,852.86472,0.635527,0.39038,0.306727,0.0,0.318088,1.0,1.0,1.0,0.5,1.0,0.785714,0.0,1.0,1.0,1.0,0.75,0.821429,1.0,0.0,1.0,1.0,0.994286,0.0,0.0,0.415978
LY,-1.129147,30.610456,30.610456,0.0,61.220911,0.5,0.5,1.0,0.5,1.0,4.5,0.5,0.5,1.0,1.0,0.5,4.0,0.0,0.5,0.5,0.5,179.0,200.0,200.0,782.761474,0.247236,0.556554,0.437292,0.0,0.453488,0.5,0.5,1.0,0.5,1.0,0.642857,0.5,0.5,1.0,1.0,0.5,0.571429,0.0,0.5,0.5,0.5,0.225714,0.0,0.0,0.312885
LZ,-0.521869,21.470911,21.470911,0.0,42.941821,1.0,1.0,1.0,0.5,1.0,5.5,0.0,1.0,1.0,1.0,0.75,5.75,1.0,0.0,1.0,1.0,448.0,400.0,200.0,1053.7902,0.652087,0.39038,0.306727,0.0,0.318088,1.0,1.0,1.0,0.5,1.0,0.785714,0.0,1.0,1.0,1.0,0.75,0.821429,1.0,0.0,1.0,1.0,0.994286,1.0,0.0,0.711456
L[,-1.129147,23.600847,23.600847,0.0,47.201695,0.5,0.5,0.0,0.5,0.0,2.0,0.0,0.5,0.0,1.0,0.5,2.5,0.0,0.0,0.5,0.5,160.0,200.0,200.0,698.084512,0.247236,0.429106,0.337155,0.0,0.349642,0.5,0.5,0.0,0.5,0.0,0.285714,0.0,0.5,0.0,1.0,0.5,0.357143,0.0,0.0,0.5,0.5,0.171429,0.0,0.0,0.18836
M',-1.216656,19.0,40.470911,21.470911,80.941821,0.5,0.5,0.0,0.5,1.0,3.5,0.5,0.5,1.0,1.0,0.25,3.75,0.0,0.5,0.5,0.5,448.0,200.0,206.4,880.8,0.188896,0.345455,0.578156,0.613455,0.599569,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.25,0.535714,0.0,0.5,0.5,0.5,0.994286,0.0,0.032,0.457059
"M,",-0.872701,21.470911,42.941821,21.470911,85.883642,1.0,0.5,0.0,0.0,1.0,4.5,1.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,448.0,200.0,206.4,884.971464,0.418199,0.39038,0.613455,0.613455,0.636175,1.0,0.5,0.0,0.0,1.0,0.642857,1.0,1.0,1.0,1.0,0.0,0.714286,0.0,1.0,1.0,1.0,0.994286,0.0,0.032,0.463193
M.,-0.941505,21.470911,42.941821,21.470911,85.883642,1.0,0.5,0.0,0.0,1.0,4.0,0.5,1.0,0.0,1.0,0.5,4.0,0.0,0.5,1.0,1.0,448.0,200.0,206.4,881.438001,0.37233,0.39038,0.613455,0.613455,0.636175,1.0,0.5,0.0,0.0,1.0,0.571429,0.5,1.0,0.0,1.0,0.5,0.571429,0.0,0.5,1.0,1.0,0.994286,0.0,0.032,0.457997
M/,-0.926848,21.470911,42.941821,21.470911,85.883642,1.0,0.5,0.0,0.0,1.0,4.0,0.5,1.0,0.0,1.0,0.5,4.0,0.0,0.5,1.0,1.0,448.0,200.0,206.4,1081.507518,0.382101,0.39038,0.613455,0.613455,0.636175,1.0,0.5,0.0,0.0,1.0,0.571429,0.5,1.0,0.0,1.0,0.5,0.571429,0.0,0.5,1.0,1.0,0.994286,0.0,0.032,0.752217
M;,-0.852999,0.0,21.470911,21.470911,42.941821,1.0,0.5,0.0,0.5,1.0,4.0,0.5,0.5,1.0,1.0,0.75,4.75,0.0,0.5,1.0,0.5,448.0,200.0,206.4,880.8,0.431334,0.0,0.306727,0.613455,0.318088,1.0,0.5,0.0,0.5,1.0,0.571429,0.5,0.5,1.0,1.0,0.75,0.678571,0.0,0.5,1.0,0.5,0.994286,0.0,0.032,0.457059
MA,-0.436359,0.0,21.470911,21.470911,42.941821,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.75,6.25,1.0,0.5,1.0,1.0,129.0,200.0,206.4,880.8,0.709094,0.0,0.306727,0.613455,0.318088,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.75,0.892857,1.0,0.5,1.0,1.0,0.082857,0.0,0.032,0.457059
MB,-0.685918,34.669872,56.140782,21.470911,112.281564,0.5,1.0,1.0,0.0,1.0,5.5,1.0,1.0,1.0,1.0,0.25,5.75,1.0,1.0,0.5,1.0,211.0,286.2,206.4,797.167124,0.542721,0.630361,0.802011,0.613455,0.831715,0.5,1.0,1.0,0.0,1.0,0.785714,1.0,1.0,1.0,1.0,0.25,0.821429,1.0,1.0,0.5,1.0,0.317143,0.431,0.032,0.334069
MC,-0.643213,21.470911,42.941821,21.470911,85.883642,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,284.0,200.0,206.4,716.8,0.571191,0.39038,0.613455,0.613455,0.636175,1.0,1.0,1.0,0.0,1.0,0.857143,1.0,1.0,1.0,1.0,0.0,0.857143,1.0,1.0,1.0,1.0,0.525714,0.0,0.032,0.215882
MD,-0.370695,0.0,21.470911,21.470911,42.941821,1.0,1.0,1.0,0.5,1.0,6.5,1.0,1.0,1.0,1.0,0.75,6.75,1.0,1.0,1.0,1.0,255.0,206.4,206.4,688.27049,0.75287,0.0,0.306727,0.613455,0.318088,1.0,1.0,1.0,0.5,1.0,0.928571,1.0,1.0,1.0,1.0,0.75,0.964286,1.0,1.0,1.0,1.0,0.442857,0.032,0.032,0.173927
ME,-0.438389,19.646883,41.117793,21.470911,82.235587,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.5,6.5,1.0,1.0,1.0,1.0,113.0,211.5,206.4,809.454154,0.707741,0.357216,0.587397,0.613455,0.609152,1.0,1.0,1.0,0.0,1.0,0.857143,1.0,1.0,1.0,1.0,0.5,0.928571,1.0,1.0,1.0,1.0,0.037143,0.0575,0.032,0.352138
MF,-0.298204,0.0,21.470911,21.470911,42.941821,1.0,1.0,1.0,0.5,1.0,6.5,1.0,1.0,1.0,1.0,0.75,6.75,1.0,1.0,1.0,1.0,216.0,244.5,206.4,694.274774,0.801197,0.0,0.306727,0.613455,0.318088,1.0,1.0,1.0,0.5,1.0,0.928571,1.0,1.0,1.0,1.0,0.75,0.964286,1.0,1.0,1.0,1.0,0.331429,0.2225,0.032,0.182757
MG,-0.685918,19.0,40.470911,21.470911,80.941821,0.5,1.0,1.0,0.5,1.0,6.0,1.0,1.0,1.0,1.0,0.25,5.75,1.0,1.0,0.5,1.0,448.0,200.0,206.4,883.248441,0.542721,0.345455,0.578156,0.613455,0.599569,0.5,1.0,1.0,0.5,1.0,0.857143,1.0,1.0,1.0,1.0,0.25,0.821429,1.0,1.0,0.5,1.0,0.994286,0.0,0.032,0.460659
MH,-1.216656,34.669872,19.0,21.470911,75.140782,0.5,0.0,0.0,0.5,0.0,2.5,1.0,0.5,0.0,0.0,0.25,2.25,0.0,1.0,0.5,0.5,448.0,200.0,206.4,883.397968,0.188896,0.630361,0.271429,0.613455,0.556598,0.5,0.0,0.0,0.5,0.0,0.357143,1.0,0.5,0.0,0.0,0.25,0.321429,0.0,1.0,0.5,0.5,0.994286,0.0,0.032,0.460879
MI,-0.928152,19.646883,41.117793,21.470911,82.235587,1.0,0.5,0.0,0.0,1.0,3.5,1.0,0.0,0.0,1.0,0.5,3.5,0.0,1.0,1.0,0.0,160.0,203.4,206.4,872.47835,0.381232,0.357216,0.587397,0.613455,0.609152,1.0,0.5,0.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.0,0.171429,0.017,0.032,0.444821
MJ,-0.672153,21.470911,0.0,21.470911,42.941821,1.0,0.0,0.0,0.5,0.0,3.0,1.0,0.5,0.0,0.0,0.75,3.25,0.0,1.0,1.0,0.5,448.0,244.5,206.4,927.01038,0.551898,0.39038,0.0,0.613455,0.318088,1.0,0.0,0.0,0.5,0.0,0.428571,1.0,0.5,0.0,0.0,0.75,0.464286,0.0,1.0,1.0,0.5,0.994286,0.2225,0.032,0.525015
MK,-0.719612,0.0,21.470911,21.470911,42.941821,1.0,0.5,0.0,0.5,1.0,4.5,1.0,0.5,0.0,1.0,0.75,4.25,0.0,1.0,1.0,0.5,448.0,200.0,206.4,892.006479,0.520258,0.0,0.306727,0.613455,0.318088,1.0,0.5,0.0,0.5,1.0,0.642857,1.0,0.5,0.0,1.0,0.75,0.607143,0.0,1.0,1.0,0.5,0.994286,0.0,0.032,0.473539
ML,-0.821044,0.0,21.470911,21.470911,42.941821,1.0,0.5,0.0,0.5,1.0,4.0,0.5,0.5,1.0,1.0,0.75,4.75,0.0,0.5,1.0,0.5,228.0,211.5,206.4,667.714749,0.452638,0.0,0.306727,0.613455,0.318088,1.0,0.5,0.0,0.5,1.0,0.571429,0.5,0.5,1.0,1.0,0.75,0.678571,0.0,0.5,1.0,0.5,0.365714,0.0575,0.032,0.143698
MM,-0.535279,0.0,21.470911,21.470911,42.941821,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.5,3.5,0.0,1.0,1.0,1.0,151.0,200.0,206.4,653.952971,0.643148,0.0,0.306727,0.613455,0.318088,1.0,0.0,0.0,0.0,0.0,0.428571,1.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,1.0,0.145714,0.0,0.032,0.12346
MN,-1.216656,19.0,21.023796,21.470911,61.494707,0.5,0.0,0.0,0.0,0.0,2.5,1.0,1.0,0.0,0.0,0.25,2.75,0.0,1.0,0.5,1.0,272.0,227.4,206.4,734.577475,0.188896,0.345455,0.30034,0.613455,0.455516,0.5,0.0,0.0,0.0,0.0,0.357143,1.0,1.0,0.0,0.0,0.25,0.392857,0.0,1.0,0.5,1.0,0.491429,0.137,0.032,0.242026
